id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,gc_distance,trip_duration
id0972120,2,2016-01-01T02:34:00.000Z,2016-01-01T02:46:00.000Z,2,-73.98978424,40.73563766,-73.96082306,40.76820374,2.713839993,733
id3930371,1,2016-01-01T02:34:00.000Z,2016-01-01T02:46:00.000Z,4,-73.99609375,40.73284912,-73.96781921,40.7660141,2.728626317,737
id3581469,2,2016-01-01T02:35:00.000Z,2016-01-01T02:46:00.000Z,1,-73.98477936,40.75276566,-73.97133636,40.7469368,0.810975197,649
id1509548,1,2016-01-01T02:35:00.000Z,2016-01-01T03:17:00.000Z,2,-74.00493622,40.74172211,-73.9736557,40.57879257,11.37931062,2551
id0451127,1,2016-01-01T02:35:00.000Z,2016-01-01T02:51:00.000Z,1,-73.98171234,40.67863846,-73.95801544,40.71903229,3.055402521,947
id3207812,1,2016-01-01T02:35:00.000Z,2016-01-01T02:43:00.000Z,4,-73.86483765,40.73668289,-73.87348175,40.74608612,0.791980381,477
id3293426,1,2016-01-01T02:35:00.000Z,2016-01-01T02:44:00.000Z,3,-74.00022125,40.74343109,-73.97839355,40.75120163,1.26277846,551
id1335765,1,2016-01-01T02:35:00.000Z,2016-01-01T02:46:00.000Z,1,-73.98526764,40.73836517,-74.00389862,40.73003769,1.132799966,672
id2753968,1,2016-01-01T02:36:00.000Z,2016-01-01T02:53:00.000Z,3,-73.97817993,40.74223328,-73.99340057,40.76299286,1.641199801,1004
id2308685,2,2016-01-01T02:36:00.000Z,2016-01-01T02:52:00.000Z,2,-73.96144104,40.77150345,-73.9258194,40.76423264,1.931083404,933
id0034618,2,2016-01-01T02:36:00.000Z,2016-01-01T02:53:00.000Z,1,-73.98308563,40.69617844,-73.96775055,40.76002884,4.485374837,1067
id3023358,2,2016-01-01T02:36:00.000Z,2016-01-01T02:43:00.000Z,4,-73.94820404,40.82451248,-73.94149017,40.83854675,1.03153394,429
id1449391,2,2016-01-01T02:36:00.000Z,2016-01-01T02:46:00.000Z,2,-74.00923157,40.71652985,-73.98435211,40.74032974,2.098464226,614
id2319411,2,2016-01-01T02:36:00.000Z,2016-01-01T02:44:00.000Z,3,-73.96575165,40.71295929,-73.94519043,40.72402954,1.321132954,462
id2677458,2,2016-01-01T02:36:00.000Z,2016-01-01T02:53:00.000Z,5,-73.95108032,40.77885818,-73.98538208,40.72901917,3.884550859,1036
id0348121,1,2016-01-01T02:36:00.000Z,2016-01-01T02:47:00.000Z,1,-73.94750977,40.77967072,-73.97140503,40.75356293,2.195506783,669
id3798166,2,2016-01-01T02:36:00.000Z,2016-01-01T02:57:00.000Z,4,-73.96006775,40.71835327,-73.95694733,40.68139648,2.559414398,1271
id1744987,2,2016-01-01T02:37:00.000Z,2016-01-01T03:03:00.000Z,1,-73.96930695,40.76919174,-73.84450531,40.85131073,8.650465494,1596
id0560640,2,2016-01-01T02:37:00.000Z,2016-01-01T02:48:00.000Z,1,-73.94719696,40.77986145,-73.97952271,40.73527908,3.515358546,622
id2487046,1,2016-01-01T02:37:00.000Z,2016-01-01T02:47:00.000Z,2,-73.94010162,40.70838165,-73.9544754,40.71901321,1.052085188,559
id3822533,1,2016-01-01T02:37:00.000Z,2016-01-01T02:52:00.000Z,1,-73.9354248,40.69919205,-73.96185303,40.7152977,1.77655059,862
id1517846,2,2016-01-01T02:37:00.000Z,2016-01-01T02:42:00.000Z,1,-73.96678162,40.75671005,-73.97512054,40.74597168,0.861055144,264
id2011840,2,2016-01-01T02:37:00.000Z,2016-01-01T02:43:00.000Z,5,-73.92097473,40.75994873,-73.93049622,40.76290131,0.538588923,385
id0752745,2,2016-01-01T02:37:00.000Z,2016-01-01T02:42:00.000Z,1,-73.9838562,40.7294693,-73.97265625,40.74486923,1.215237325,249
id3342548,2,2016-01-01T02:37:00.000Z,2016-01-01T02:43:00.000Z,3,-73.92712402,40.75970078,-73.92566681,40.7721138,0.861283133,368
id0964472,1,2016-01-01T02:37:00.000Z,2016-01-01T02:44:00.000Z,1,-73.98353577,40.72627258,-73.98017883,40.74288177,1.161291489,406
id1583419,2,2016-01-01T02:38:00.000Z,2016-01-01T02:52:00.000Z,1,-73.9523468,40.82408142,-73.99642944,40.75991821,4.998515404,813
id3405794,1,2016-01-01T02:38:00.000Z,2016-01-01T02:59:00.000Z,1,-73.99021912,40.73713303,-73.95134735,40.78806305,4.065757272,1272
id3968621,1,2016-01-01T02:39:00.000Z,2016-01-01T02:48:00.000Z,1,-73.97761536,40.76332855,-73.9458847,40.78015518,2.027473499,561
id1105404,2,2016-01-01T02:39:00.000Z,2016-01-01T03:05:00.000Z,1,-73.9935379,40.71855545,-73.96730804,40.79836273,5.684060079,1561
id1514964,2,2016-01-01T02:39:00.000Z,2016-01-01T02:51:00.000Z,5,-73.98744202,40.76457596,-73.99406433,40.75217056,0.924811054,721
id3030256,1,2016-01-01T02:40:00.000Z,2016-01-01T03:03:00.000Z,2,-74.00258636,40.71439362,-73.94844055,40.78066254,5.386476571,1371
id0160610,1,2016-01-01T02:40:00.000Z,2016-01-01T02:52:00.000Z,2,-73.97699738,40.78881073,-73.94967651,40.77218246,1.834401932,731
id0039211,1,2016-01-01T02:40:00.000Z,2016-01-01T02:48:00.000Z,2,-73.97927856,40.7370491,-73.99629974,40.73698044,0.891371844,475
id1321079,1,2016-01-01T02:40:00.000Z,2016-01-01T03:06:00.000Z,1,-73.98152161,40.7290802,-73.93760681,40.84104538,8.072247768,1534
id3213277,1,2016-01-01T02:40:00.000Z,2016-01-01T03:04:00.000Z,1,-73.79296112,40.70903778,-73.8536377,40.67557526,3.931734624,1455
id3611765,2,2016-01-01T02:40:00.000Z,2016-01-01T02:49:00.000Z,1,-73.95278168,40.776371,-73.97193146,40.75003052,2.078211957,509
id3314517,2,2016-01-01T02:41:00.000Z,2016-01-01T02:57:00.000Z,3,-73.95456696,40.7167511,-73.97867584,40.67913818,2.890228002,952
id0276563,1,2016-01-01T02:41:00.000Z,2016-01-01T02:48:00.000Z,1,-73.98104095,40.73403549,-73.96569061,40.75453949,1.629169007,418
id2265313,1,2016-01-01T02:41:00.000Z,2016-01-01T02:45:00.000Z,2,-73.95504761,40.7294693,-73.94813538,40.72673416,0.408406887,204
id0166167,2,2016-01-01T02:41:00.000Z,2016-01-01T02:49:00.000Z,1,-73.97512817,40.75188828,-73.9964447,40.74300766,1.273747823,485
id1705813,1,2016-01-01T02:41:00.000Z,2016-01-01T02:56:00.000Z,2,-73.97551727,40.73288727,-74.00127411,40.72920227,1.372777362,915
id1673841,1,2016-01-01T02:41:00.000Z,2016-01-01T02:55:00.000Z,2,-73.96555328,40.71690369,-73.97274017,40.68603134,2.166647874,862
id2992178,2,2016-01-01T02:41:00.000Z,2016-01-01T03:03:00.000Z,1,-73.98017883,40.74308014,-73.9648819,40.80163956,4.125638017,1346
id3748828,2,2016-01-01T02:41:00.000Z,2016-01-01T02:53:00.000Z,1,-73.98245239,40.75629044,-73.98615265,40.74024963,1.125426162,721
id1690776,1,2016-01-01T02:42:00.000Z,2016-01-01T02:52:00.000Z,1,-73.97055054,40.78858948,-73.95513153,40.77001572,1.516246644,601
id0398095,1,2016-01-01T02:42:00.000Z,2016-01-01T03:04:00.000Z,1,-73.99462891,40.71934128,-73.92201996,40.75539017,4.545883657,1268
id2045595,1,2016-01-01T02:42:00.000Z,2016-01-01T02:55:00.000Z,1,-73.97984314,40.74488449,-73.98498535,40.76374435,1.330969271,819
id2634225,2,2016-01-01T02:42:00.000Z,2016-01-01T03:02:00.000Z,5,-73.98133087,40.7810936,-73.99216461,40.74376297,2.641618628,1164
id1594381,1,2016-01-01T02:42:00.000Z,2016-01-01T02:56:00.000Z,3,-73.98920441,40.71839905,-73.96368408,40.75603104,2.924121996,863
id1686202,1,2016-01-01T02:42:00.000Z,2016-01-01T02:49:00.000Z,1,-73.93961334,40.82113647,-73.9479599,40.82793045,0.641110255,407
id2624778,1,2016-01-01T02:43:00.000Z,2016-01-01T03:05:00.000Z,1,-73.9947052,40.75016785,-73.95130157,40.80482864,4.408113677,1315
id1746285,2,2016-01-01T02:43:00.000Z,2016-01-01T03:07:00.000Z,1,-73.9954834,40.74913025,-73.94328308,40.81077957,5.061325026,1473
id1830131,2,2016-01-01T02:43:00.000Z,2016-01-01T03:07:00.000Z,1,-73.97344208,40.64091492,-73.93288422,40.77075577,9.221816302,1448
id1336299,1,2016-01-01T02:44:00.000Z,2016-01-01T02:55:00.000Z,1,-73.96754456,40.75610352,-73.98920441,40.76603699,1.32550893,686
id3829709,1,2016-01-01T02:44:00.000Z,2016-01-01T03:06:00.000Z,1,-73.97701263,40.74938965,-73.96308899,40.71176529,2.700638414,1344
id1454772,2,2016-01-01T02:44:00.000Z,2016-01-01T02:58:00.000Z,1,-73.95938873,40.77090073,-73.99974823,40.71421814,4.451181185,881
id0739451,1,2016-01-01T02:44:00.000Z,2016-01-01T03:07:00.000Z,2,-73.99305725,40.76824951,-74.01500702,40.70994568,4.190270613,1399
id3537141,2,2016-01-01T02:45:00.000Z,2016-01-01T02:57:00.000Z,1,-73.98867798,40.71882629,-73.98853302,40.73713684,1.26551577,732
id0433312,1,2016-01-01T02:45:00.000Z,2016-01-01T03:11:00.000Z,4,-73.98223877,40.77833557,-73.99921417,40.72888947,3.531033452,1556
id0675952,1,2016-01-01T02:45:00.000Z,2016-01-01T02:58:00.000Z,2,-73.99061584,40.68662643,-73.9631958,40.69402313,1.525156297,796
id2651089,1,2016-01-01T02:45:00.000Z,2016-01-01T02:48:00.000Z,2,-73.95365906,40.7712059,-73.95311737,40.78007126,0.613365069,217
id0065234,2,2016-01-01T02:46:00.000Z,2016-01-01T02:54:00.000Z,1,-73.90396881,40.7448616,-73.8839035,40.74581146,1.052690552,469
id0419949,2,2016-01-01T02:46:00.000Z,2016-01-01T02:58:00.000Z,1,-73.9756012,40.75159454,-73.98085022,40.72473145,1.876821475,700
id3135580,2,2016-01-01T02:46:00.000Z,2016-01-01T03:01:00.000Z,1,-73.98233032,40.74645233,-74.01087189,40.71747589,2.498981712,914
id1223293,2,2016-01-01T02:46:00.000Z,2016-01-01T03:03:00.000Z,2,-73.98152161,40.76347351,-74.01077271,40.71889877,3.440460514,995
id1116437,1,2016-01-01T02:46:00.000Z,2016-01-01T02:55:00.000Z,1,-73.98855591,40.7489624,-73.98834229,40.73470688,0.985302527,537
id0918793,1,2016-01-01T02:46:00.000Z,2016-01-01T03:01:00.000Z,1,-73.99680328,40.76504135,-74.00268555,40.72615433,2.705181766,912
id2057550,1,2016-01-01T02:46:00.000Z,2016-01-01T02:53:00.000Z,1,-73.87645721,40.76821136,-73.87710571,40.75055695,1.220618364,448
id3436801,2,2016-01-01T02:46:00.000Z,2016-01-01T02:59:00.000Z,2,-73.95484924,40.73350906,-73.91362762,40.70862961,2.760212207,805
id1113740,1,2016-01-01T02:46:00.000Z,2016-01-01T03:11:00.000Z,2,-73.95885468,40.76805878,-73.83183289,40.70568085,7.926711018,1527
id2697353,1,2016-01-01T02:46:00.000Z,2016-01-01T02:52:00.000Z,1,-73.91942596,40.75917816,-73.93117523,40.75896454,0.615254699,345
id0926236,1,2016-01-01T02:46:00.000Z,2016-01-01T03:01:00.000Z,2,-73.98386383,40.74695969,-73.93483734,40.75695038,2.658074876,911
id2198756,2,2016-01-01T02:47:00.000Z,2016-01-01T03:17:00.000Z,5,-73.97023773,40.7939682,-73.91024017,40.76725006,3.642608306,1844
id0656096,2,2016-01-01T02:47:00.000Z,2016-01-01T03:03:00.000Z,2,-74.00696564,40.71431732,-74.0157547,40.6767807,2.634823325,954
id1791287,1,2016-01-01T02:47:00.000Z,2016-01-01T03:05:00.000Z,1,-73.99448395,40.71692657,-73.93530273,40.69692612,3.394750372,1079
id0402609,2,2016-01-01T02:47:00.000Z,2016-01-01T02:59:00.000Z,1,-73.95578766,40.76863861,-73.97886658,40.74044037,2.293026258,761
id1947463,2,2016-01-01T02:47:00.000Z,2016-01-01T03:05:00.000Z,1,-73.98532867,40.73182678,-73.9568634,40.72066879,1.678532758,1103
id0002904,2,2016-01-01T02:47:00.000Z,2016-01-01T03:10:00.000Z,1,-73.98094177,40.71416855,-73.93724823,40.8019104,6.481152368,1377
id2007210,1,2016-01-01T02:48:00.000Z,2016-01-01T03:11:00.000Z,1,-73.96035767,40.71936035,-73.97201538,40.76259995,3.050121037,1368
id0508491,1,2016-01-01T02:48:00.000Z,2016-01-01T03:01:00.000Z,1,-73.95506287,40.76935959,-73.98896027,40.72237778,3.700477399,814
id2857193,2,2016-01-01T02:48:00.000Z,2016-01-01T02:59:00.000Z,1,-73.95600128,40.77592468,-73.96435547,40.80562973,2.099021486,635
id1067616,1,2016-01-01T02:48:00.000Z,2016-01-01T03:18:00.000Z,1,-73.92478943,40.75862122,-74.0136795,40.7093811,5.766445147,1810
id2278761,2,2016-01-01T02:48:00.000Z,2016-01-01T02:55:00.000Z,1,-73.9832077,40.76585007,-73.95433807,40.77827072,1.73785245,473
id3299206,2,2016-01-01T02:48:00.000Z,2016-01-01T03:00:00.000Z,4,-74.00463867,40.70755005,-73.97666168,40.74940872,3.242886201,684
id1563308,2,2016-01-01T02:48:00.000Z,2016-01-01T02:52:00.000Z,1,-73.99913025,40.73921204,-74.00339508,40.7326889,0.503121642,245
id3695482,1,2016-01-01T02:48:00.000Z,2016-01-01T02:57:00.000Z,1,-74.00538635,40.71853256,-73.98068237,40.73757172,1.845411072,585
id0200900,2,2016-01-01T02:49:00.000Z,2016-01-01T02:57:00.000Z,6,-73.98670959,40.71826935,-73.99313354,40.72809982,0.75816681,493
id0364993,1,2016-01-01T02:49:00.000Z,2016-01-01T03:15:00.000Z,1,-73.98365784,40.731884,-73.77676392,40.71427917,10.90490587,1553
id1315443,2,2016-01-01T02:49:00.000Z,2016-01-01T03:21:00.000Z,1,-73.97531891,40.68118668,-73.95591736,40.80056381,8.312803334,1941
id1118199,1,2016-01-01T02:49:00.000Z,2016-01-01T03:23:00.000Z,1,-73.97413635,40.67930222,-73.73179626,40.67133331,12.71447407,2087
id1904252,1,2016-01-01T02:49:00.000Z,2016-01-01T02:54:00.000Z,2,-73.92059326,40.75720596,-73.91641235,40.77051544,0.945532424,336
id0248172,1,2016-01-01T02:50:00.000Z,2016-01-01T03:02:00.000Z,1,-73.97969055,40.78631973,-73.91112518,40.84854889,5.599859374,732
id2265996,1,2016-01-01T02:50:00.000Z,2016-01-01T02:56:00.000Z,1,-73.94426727,40.72049332,-73.95245361,40.71088791,0.790320514,366
id3942679,2,2016-01-01T02:50:00.000Z,2016-01-01T02:55:00.000Z,4,-73.98065948,40.6762619,-73.96600342,40.67425156,0.780679277,303
id0826663,2,2016-01-01T02:50:00.000Z,2016-01-01T03:01:00.000Z,1,-74.00663757,40.74288177,-73.98880005,40.73656845,1.030957902,666
id3920437,1,2016-01-01T02:51:00.000Z,2016-01-01T03:20:00.000Z,2,-73.96773529,40.76290512,-73.84910583,40.72227478,6.817041716,1780
id2461274,1,2016-01-01T02:51:00.000Z,2016-01-01T03:01:00.000Z,3,-73.95806885,40.7326355,-73.95426941,40.76696014,2.380598189,645
id3530859,1,2016-01-01T02:51:00.000Z,2016-01-01T02:53:00.000Z,1,-73.99015045,40.76190948,-73.99307251,40.75761795,0.333722975,156
id0397234,2,2016-01-01T02:51:00.000Z,2016-01-01T03:29:00.000Z,1,-73.97918701,40.76156998,-73.92591095,40.73577118,3.310624555,2259
id0425864,2,2016-01-01T02:51:00.000Z,2016-01-01T02:56:00.000Z,5,-73.97032166,40.79686356,-73.97864532,40.78588867,0.874654252,320
id2159293,1,2016-01-01T02:52:00.000Z,2016-01-01T03:01:00.000Z,1,-73.97606659,40.75044632,-73.95584106,40.77101517,1.772537586,559
id3854928,2,2016-01-01T02:52:00.000Z,2016-01-01T02:56:00.000Z,1,-73.96353912,40.77186966,-73.95690155,40.78326035,0.860479227,236
id0982575,2,2016-01-01T02:52:00.000Z,2016-01-01T03:11:00.000Z,2,-73.78427124,40.90921021,-73.87554169,40.83983612,6.763047681,1144
id0251766,1,2016-01-01T02:52:00.000Z,2016-01-01T02:57:00.000Z,2,-73.96368408,40.76184082,-73.9744873,40.75334167,0.815414897,303
id2218911,2,2016-01-01T02:52:00.000Z,2016-01-01T02:55:00.000Z,2,-73.98845673,40.76934814,-73.98033905,40.77614594,0.633438554,193
id0601448,2,2016-01-01T02:52:00.000Z,2016-01-01T03:06:00.000Z,1,-73.98493958,40.71901321,-74.00886536,40.70780182,1.473553196,840
id2803208,2,2016-01-01T02:52:00.000Z,2016-01-01T03:01:00.000Z,5,-73.99996185,40.74269104,-73.98928833,40.75836945,1.219195344,557
id2224662,2,2016-01-01T02:52:00.000Z,2016-01-01T03:13:00.000Z,5,-73.98729706,40.71841049,-73.9337616,40.8467598,9.302480618,1253
id2088259,1,2016-01-01T02:53:00.000Z,2016-01-01T03:18:00.000Z,4,-73.97108459,40.75799179,-74.03295898,40.72853851,3.826315404,1494
id1213747,2,2016-01-01T02:53:00.000Z,2016-01-01T03:00:00.000Z,1,-73.9825592,40.77516174,-73.96816254,40.78824997,1.177228473,416
id0768782,1,2016-01-01T02:53:00.000Z,2016-01-01T03:13:00.000Z,3,-73.92868042,40.75722504,-73.76787567,40.74600601,8.454747367,1159
id3107313,2,2016-01-01T02:53:00.000Z,2016-01-01T02:57:00.000Z,1,-73.98265076,40.73555374,-73.97422791,40.74493027,0.783894226,256
id3671508,2,2016-01-01T02:53:00.000Z,2016-01-01T02:56:00.000Z,1,-73.96549225,40.75505829,-73.97216034,40.7493782,0.525345544,217
id2234732,1,2016-01-01T02:53:00.000Z,2016-01-01T03:01:00.000Z,2,-73.98711395,40.76592636,-73.96151733,40.77125549,1.389500958,487
id1509036,2,2016-01-01T02:55:00.000Z,2016-01-01T03:15:00.000Z,2,-73.9943161,40.74598312,-73.9704361,40.6909523,4.003756854,1238
id0587591,2,2016-01-01T02:55:00.000Z,2016-01-01T03:13:00.000Z,1,-73.99276733,40.76343918,-74.00080109,40.72727966,2.53424099,1102
id2027954,1,2016-01-01T02:55:00.000Z,2016-01-01T03:12:00.000Z,2,-73.94395447,40.81550217,-73.99660492,40.76496124,4.448718665,1010
id2749995,1,2016-01-01T02:55:00.000Z,2016-01-01T03:08:00.000Z,2,-73.95931244,40.7670517,-73.98530579,40.73810959,2.419319441,782
id3203477,1,2016-01-01T02:55:00.000Z,2016-01-01T03:06:00.000Z,3,-73.98812866,40.76462173,-73.97427368,40.78995514,1.895074712,671
id1966013,2,2016-01-01T02:55:00.000Z,2016-01-01T03:00:00.000Z,4,-73.92012787,40.75955582,-73.9180603,40.771492,0.832012307,342
id2251285,1,2016-01-01T02:55:00.000Z,2016-01-01T03:03:00.000Z,1,-74.00395966,40.74844742,-73.98455048,40.73711777,1.282982027,471
id3821990,1,2016-01-01T02:56:00.000Z,2016-01-01T03:07:00.000Z,1,-74.004776,40.71860886,-73.98386383,40.73772812,1.716295272,679
id1061577,1,2016-01-01T02:56:00.000Z,2016-01-01T03:07:00.000Z,3,-73.96581268,40.69353867,-73.93836975,40.67958832,1.731482598,631
id1640125,2,2016-01-01T02:56:00.000Z,2016-01-01T03:03:00.000Z,1,-73.9485321,40.7245636,-73.9458313,40.71363831,0.768216508,456
id2695074,1,2016-01-01T02:56:00.000Z,2016-01-01T03:04:00.000Z,2,-74.00279236,40.74971771,-73.99170685,40.76616669,1.276395982,457
id2979015,2,2016-01-01T02:56:00.000Z,2016-01-01T03:07:00.000Z,2,-73.98219299,40.74598694,-74.0157547,40.70487595,3.341108976,646
id2653630,2,2016-01-01T02:56:00.000Z,2016-01-01T03:16:00.000Z,5,-73.94974518,40.68188477,-73.98685455,40.74704361,4.904986309,1242
id0656374,2,2016-01-01T02:57:00.000Z,2016-01-01T03:20:00.000Z,1,-73.98223114,40.77058029,-73.98989105,40.7154007,3.834650396,1386
id3166816,2,2016-01-01T02:57:00.000Z,2016-01-01T02:58:00.000Z,1,-73.94841766,40.77449036,-73.94841766,40.77449036,0.0,13
id2174234,2,2016-01-01T02:57:00.000Z,2016-01-01T03:00:00.000Z,1,-73.97242737,40.67726898,-73.96164703,40.67327118,0.62899853,176
id3479773,1,2016-01-01T02:57:00.000Z,2016-01-01T03:23:00.000Z,1,-73.92536926,40.76189804,-73.99241638,40.6623497,7.724785702,1577
id3240583,2,2016-01-01T02:58:00.000Z,2016-01-01T03:06:00.000Z,2,-73.97068787,40.75183487,-73.99452209,40.75210953,1.248006313,502
id2639964,2,2016-01-01T02:58:00.000Z,2016-01-01T03:08:00.000Z,1,-73.98484802,40.6964798,-73.98809052,40.73202133,2.462240586,599
id2336639,1,2016-01-01T02:58:00.000Z,2016-01-01T03:01:00.000Z,3,-73.98071289,40.74259567,-73.97827911,40.74855042,0.430827222,158
id3838874,1,2016-01-01T02:58:00.000Z,2016-01-01T03:19:00.000Z,1,-74.00148773,40.72511673,-73.93450165,40.79818344,6.147942607,1277
id3164425,1,2016-01-01T02:58:00.000Z,2016-01-01T03:05:00.000Z,1,-73.99920654,40.7439537,-73.99976349,40.74411774,0.031288875,474
id0593219,1,2016-01-01T02:59:00.000Z,2016-01-01T03:15:00.000Z,1,-73.95985413,40.76673508,-73.99059296,40.7562294,1.765355736,1010
id0295512,2,2016-01-01T02:59:00.000Z,2016-01-01T03:08:00.000Z,1,-73.95540619,40.66981506,-73.95373535,40.64342499,1.825994414,564
id3458313,2,2016-01-01T02:59:00.000Z,2016-01-01T03:21:00.000Z,2,-73.9780426,40.72950363,-73.99011993,40.76068878,2.246151648,1329
id3157129,1,2016-01-01T02:59:00.000Z,2016-01-01T03:16:00.000Z,2,-73.98405457,40.72541046,-73.96694946,40.70598221,1.61426219,1013
id2790282,2,2016-01-01T03:00:00.000Z,2016-01-01T03:06:00.000Z,1,-73.91927338,40.77854919,-73.93644714,40.76036072,1.545390574,327
id3370438,2,2016-01-01T03:00:00.000Z,2016-01-01T03:05:00.000Z,4,-73.94288635,40.71183777,-73.95545197,40.7077179,0.717241063,328
id0995570,1,2016-01-01T03:00:00.000Z,2016-01-01T03:51:00.000Z,1,-73.94757843,40.79042435,-73.83895111,40.68956375,8.997122715,3073
id0713857,2,2016-01-01T03:00:00.000Z,2016-01-01T03:05:00.000Z,3,-73.97877502,40.75611877,-73.97858429,40.75234604,0.260935429,259
id1725647,2,2016-01-01T03:00:00.000Z,2016-01-01T03:09:00.000Z,1,-73.98519897,40.73223877,-73.98262024,40.7452507,0.909373252,523
id2457132,2,2016-01-01T03:00:00.000Z,2016-01-01T03:22:00.000Z,2,-73.99217224,40.67206955,-73.9564209,40.76736832,6.847422318,1341
id1771405,1,2016-01-01T03:00:00.000Z,2016-01-01T03:19:00.000Z,1,-73.99399567,40.75133133,-73.99317932,40.71968842,2.187347902,1176
id3583624,1,2016-01-01T03:01:00.000Z,2016-01-01T03:15:00.000Z,2,-73.99157715,40.72975922,-73.97637177,40.7756424,3.269512893,833
id3293274,2,2016-01-01T03:01:00.000Z,2016-01-01T03:31:00.000Z,4,-73.98303986,40.74528885,-73.95054626,40.6824913,4.66198305,1825
id2547729,2,2016-01-01T03:01:00.000Z,2016-01-01T03:22:00.000Z,6,-73.99464417,40.76114273,-73.94226837,40.82404709,5.139171317,1238
id0454328,2,2016-01-01T03:01:00.000Z,2016-01-01T03:21:00.000Z,6,-73.99685669,40.75782013,-73.92988586,40.76423645,3.533773074,1217
id0793353,1,2016-01-01T03:01:00.000Z,2016-01-01T03:23:00.000Z,2,-73.97705841,40.74521255,-73.91320038,40.77070999,3.779057417,1365
id3547821,1,2016-01-01T03:01:00.000Z,2016-01-01T03:08:00.000Z,2,-73.98192596,40.77289963,-73.95450592,40.76580811,1.516602677,440
id1497128,1,2016-01-01T03:02:00.000Z,2016-01-01T03:29:00.000Z,1,-73.99753571,40.7415657,-73.91747284,40.76509476,4.496057948,1630
