id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,gc_distance,trip_duration
id0591238,1,2016-01-01T01:56:00.000Z,2016-01-01T02:08:00.000Z,1,-73.84267426,40.72109604,-73.91770172,40.7389183,4.11795922,737
id1998083,1,2016-01-01T01:56:00.000Z,2016-01-01T02:09:00.000Z,1,-73.9568634,40.67233276,-73.94190979,40.70083618,2.120108177,745
id0612904,1,2016-01-01T01:56:00.000Z,2016-01-01T02:20:00.000Z,3,-73.97273254,40.79332733,-73.91223145,40.74556351,4.574444394,1477
id0335579,2,2016-01-01T01:56:00.000Z,2016-01-01T02:07:00.000Z,1,-73.9744873,40.75344086,-74.00055695,40.71083069,3.246003919,662
id3980952,2,2016-01-01T01:56:00.000Z,2016-01-01T02:11:00.000Z,1,-73.98184204,40.75254059,-74.00404358,40.72079849,2.482829695,919
id2684038,1,2016-01-01T01:56:00.000Z,2016-01-01T02:03:00.000Z,1,-74.01137543,40.71033478,-74.00237274,40.72646713,1.21058131,435
id1686025,2,2016-01-01T01:56:00.000Z,2016-01-01T02:14:00.000Z,1,-73.93752289,40.68054962,-73.98230743,40.68597031,2.376866292,1069
id2214734,2,2016-01-01T01:57:00.000Z,2016-01-01T02:16:00.000Z,4,-73.98293304,40.74358749,-73.99772644,40.69345474,3.550411968,1157
id0045861,2,2016-01-01T01:57:00.000Z,2016-01-01T02:03:00.000Z,2,-73.98203278,40.74303818,-73.97271729,40.75453949,0.932598972,347
id2958370,1,2016-01-01T01:57:00.000Z,2016-01-01T02:08:00.000Z,1,-73.99226379,40.76398849,-73.95090485,40.77486038,2.291507753,694
id1765174,1,2016-01-01T01:57:00.000Z,2016-01-01T02:02:00.000Z,1,-73.95210266,40.77758026,-73.95703888,40.76825333,0.694457963,277
id2461498,2,2016-01-01T01:57:00.000Z,2016-01-01T02:20:00.000Z,1,-73.97187805,40.75669098,-73.86727905,40.73267365,5.722980868,1402
id3619106,1,2016-01-01T01:57:00.000Z,2016-01-01T02:25:00.000Z,1,-74.00358582,40.7156868,-73.80258179,40.7191391,10.53191094,1705
id2680122,2,2016-01-01T01:58:00.000Z,2016-01-01T02:32:00.000Z,5,-73.95667267,40.81315994,-73.87499237,40.73471069,6.904512832,2035
id2697649,2,2016-01-01T01:58:00.000Z,2016-01-01T02:21:00.000Z,1,-73.96778107,40.75596619,-73.9561615,40.71721268,2.746614932,1366
id2058464,1,2016-01-01T01:58:00.000Z,2016-01-01T02:27:00.000Z,1,-73.97858429,40.7624855,-73.99733734,40.76377869,0.98572784,1714
id0592490,2,2016-01-01T01:58:00.000Z,2016-01-01T02:15:00.000Z,6,-73.99558258,40.73914337,-73.95561981,40.77189636,3.082418908,1055
id3840848,1,2016-01-01T01:58:00.000Z,2016-01-01T02:05:00.000Z,1,-73.96998596,40.7946167,-73.97813416,40.78396606,0.850661031,410
id3593445,1,2016-01-01T01:58:00.000Z,2016-01-01T02:23:00.000Z,2,-73.9852066,40.73271942,-73.9449234,40.810112,5.749381226,1521
id2785702,1,2016-01-01T01:58:00.000Z,2016-01-01T02:14:00.000Z,2,-73.93734741,40.74895477,-73.9411087,40.81872177,4.825807731,931
id2856538,1,2016-01-01T01:58:00.000Z,2016-01-01T02:21:00.000Z,1,-73.96825409,40.80009842,-73.98531342,40.73190689,4.79675739,1399
id0111872,2,2016-01-01T01:58:00.000Z,2016-01-01T02:09:00.000Z,1,-73.98077393,40.73804855,-73.99798584,40.74097443,0.923719342,655
id2455488,2,2016-01-01T01:58:00.000Z,2016-01-01T02:13:00.000Z,4,-73.99443817,40.76104355,-73.95106506,40.77864075,2.575470985,851
id2463136,1,2016-01-01T01:59:00.000Z,2016-01-01T02:05:00.000Z,2,-73.94783783,40.71057892,-73.95239258,40.71841812,0.592002143,328
id2625941,1,2016-01-01T01:59:00.000Z,2016-01-01T02:13:00.000Z,1,-73.9810791,40.74169922,-73.98562622,40.76310349,1.498342325,842
id1229674,2,2016-01-01T01:59:00.000Z,2016-01-01T02:03:00.000Z,1,-73.97717285,40.74966812,-73.98130035,40.74208832,0.566690462,267
id2082445,2,2016-01-01T01:59:00.000Z,2016-01-01T02:20:00.000Z,1,-73.94058228,40.79328918,-73.92612457,40.82796097,2.51277447,1209
id2721259,2,2016-01-01T01:59:00.000Z,2016-01-01T02:11:00.000Z,1,-73.99703217,40.73712158,-73.98570251,40.72315979,1.132780801,707
id0975723,1,2016-01-01T01:59:00.000Z,2016-01-01T02:17:00.000Z,2,-74.00757599,40.74208069,-73.99188232,40.76631927,1.86583907,1050
id3729447,2,2016-01-01T01:59:00.000Z,2016-01-01T02:31:00.000Z,1,-74.01299286,40.71642685,-73.95281982,40.78323364,5.589660407,1906
id0797143,2,2016-01-01T01:59:00.000Z,2016-01-01T02:09:00.000Z,1,-73.95680237,40.74832153,-73.9187088,40.73925018,2.090875569,572
id0628147,2,2016-01-01T02:00:00.000Z,2016-01-01T02:20:00.000Z,1,-73.91677094,40.84975815,-73.95372009,40.8221283,2.716493764,1173
id0588476,2,2016-01-01T02:00:00.000Z,2016-01-01T02:12:00.000Z,1,-73.94477081,40.78326035,-73.9672699,40.85324097,4.977659605,715
id1036665,2,2016-01-01T02:00:00.000Z,2016-01-01T02:08:00.000Z,5,-73.96775055,40.80141068,-73.94372559,40.81009674,1.39284018,506
id3754984,2,2016-01-01T02:00:00.000Z,2016-01-01T02:20:00.000Z,1,-73.95379639,40.79068375,-73.99752045,40.73787689,4.307939214,1229
id2468259,2,2016-01-01T02:00:00.000Z,2016-01-01T02:10:00.000Z,5,-73.97731018,40.74538422,-73.97377777,40.73783112,0.553818487,593
id3669200,2,2016-01-01T02:00:00.000Z,2016-01-01T02:08:00.000Z,5,-73.97931671,40.77679443,-73.97216797,40.79819489,1.525617506,466
id2722730,1,2016-01-01T02:00:00.000Z,2016-01-01T02:10:00.000Z,1,-73.95582581,40.77625656,-73.97091675,40.7515831,1.879339412,628
id3631906,1,2016-01-01T02:00:00.000Z,2016-01-01T02:09:00.000Z,2,-73.97040558,40.67478561,-73.99138641,40.69177246,1.608547435,524
id3237674,2,2016-01-01T02:00:00.000Z,2016-01-01T02:11:00.000Z,3,-73.98595428,40.6775589,-73.96126556,40.6823082,1.334980627,704
id0447592,2,2016-01-01T02:00:00.000Z,2016-01-01T02:08:00.000Z,1,-73.98889923,40.74536133,-73.97894287,40.7411499,0.597089337,446
id3813912,1,2016-01-01T02:00:00.000Z,2016-01-01T02:11:00.000Z,2,-73.97875214,40.74497986,-73.94862366,40.77824402,2.787971039,671
id0585565,1,2016-01-01T02:01:00.000Z,2016-01-01T02:08:00.000Z,2,-73.99477386,40.76603699,-73.99575043,40.75485611,0.774430863,392
id3399323,2,2016-01-01T02:01:00.000Z,2016-01-01T02:36:00.000Z,1,-73.87454987,40.74872971,-73.98142242,40.76020813,5.651155061,2124
id3692318,2,2016-01-01T02:01:00.000Z,2016-01-01T02:12:00.000Z,2,-73.93361664,40.80289078,-73.95061493,40.77236557,2.289528186,666
id1857577,2,2016-01-01T02:01:00.000Z,2016-01-01T02:11:00.000Z,5,-73.99414825,40.75272369,-73.99188995,40.75560379,0.231517105,644
id2912615,2,2016-01-01T02:01:00.000Z,2016-01-01T02:11:00.000Z,1,-73.9992981,40.7189064,-73.98146057,40.72282028,0.972704283,623
id3082172,1,2016-01-01T02:01:00.000Z,2016-01-01T02:06:00.000Z,2,-73.94457245,40.71523666,-73.95010376,40.72616959,0.809248829,306
id0654880,2,2016-01-01T02:01:00.000Z,2016-01-01T02:05:00.000Z,2,-73.96675873,40.80429077,-73.97455597,40.791008,1.0045724,286
id0069582,2,2016-01-01T02:01:00.000Z,2016-01-01T02:05:00.000Z,1,-73.96591187,40.75389099,-73.962883,40.76332855,0.671252892,254
id1071353,2,2016-01-01T02:01:00.000Z,2016-01-01T02:14:00.000Z,1,-73.98195648,40.76641846,-73.97422791,40.74428177,1.582527914,799
id2039069,2,2016-01-01T02:01:00.000Z,2016-01-01T03:08:00.000Z,2,-73.97232819,40.75892639,-73.78652954,40.77775574,9.811935197,4002
id3030653,2,2016-01-01T02:02:00.000Z,2016-01-01T02:27:00.000Z,1,-73.7766571,40.64537811,-73.94267273,40.82363129,15.07847476,1540
id1999504,1,2016-01-01T02:02:00.000Z,2016-01-01T02:09:00.000Z,1,-73.96917725,40.78562927,-73.95578766,40.77656937,0.939720201,367
id3015923,1,2016-01-01T02:02:00.000Z,2016-01-01T02:24:00.000Z,1,-73.99169922,40.73709869,-73.95360565,40.76722336,2.883126613,1341
id0461827,1,2016-01-01T02:02:00.000Z,2016-01-01T02:06:00.000Z,1,-73.97731018,40.74268341,-73.98657227,40.74383545,0.491480334,232
id0966477,1,2016-01-01T02:02:00.000Z,2016-01-01T02:10:00.000Z,1,-73.97337341,40.75483704,-73.98134613,40.76619339,0.888939446,450
id0311766,1,2016-01-01T02:03:00.000Z,2016-01-01T02:09:00.000Z,1,-73.95580292,40.78783035,-73.97424316,40.76227951,2.012417503,344
id0827184,1,2016-01-01T02:03:00.000Z,2016-01-01T02:22:00.000Z,1,-73.98934937,40.76816177,-73.99085999,40.75621796,0.829249592,1126
id2483280,1,2016-01-01T02:03:00.000Z,2016-01-01T02:15:00.000Z,1,-73.99912262,40.72829437,-73.97425842,40.747509,1.859808664,712
id2383748,2,2016-01-01T02:03:00.000Z,2016-01-01T02:17:00.000Z,1,-73.95610809,40.82215881,-73.92871857,40.85850143,2.891320541,882
id3169311,1,2016-01-01T02:03:00.000Z,2016-01-01T02:11:00.000Z,1,-73.95425415,40.78136063,-73.97985077,40.74612045,2.779785876,517
id0526073,2,2016-01-01T02:03:00.000Z,2016-01-01T02:06:00.000Z,1,-73.96057129,40.77238083,-73.96814728,40.76707077,0.540304625,208
id3869765,1,2016-01-01T02:03:00.000Z,2016-01-01T02:24:00.000Z,1,-73.99546051,40.74392319,-73.97818756,40.78658676,3.08411071,1267
id1106321,1,2016-01-01T02:04:00.000Z,2016-01-01T02:18:00.000Z,1,-73.99539948,40.73086929,-73.95556641,40.77669144,3.791870888,844
id1175128,1,2016-01-01T02:04:00.000Z,2016-01-01T02:10:00.000Z,4,-73.98938751,40.76857758,-73.97531128,40.79049683,1.684518726,379
id3345078,1,2016-01-01T02:04:00.000Z,2016-01-01T02:12:00.000Z,2,-73.97956848,40.75536346,-73.98052216,40.753685,0.12629203,454
id0498578,1,2016-01-01T02:04:00.000Z,2016-01-01T02:09:00.000Z,2,-73.96547699,40.80610275,-73.97581482,40.78930283,1.280887951,314
id0039394,1,2016-01-01T02:04:00.000Z,2016-01-01T02:10:00.000Z,1,-73.98921967,40.76293945,-74.0042572,40.75191498,1.095575513,374
id3737266,1,2016-01-01T02:04:00.000Z,2016-01-01T02:14:00.000Z,2,-74.01370239,40.71363449,-74.00471497,40.74184799,2.005925567,581
id1620882,2,2016-01-01T02:05:00.000Z,2016-01-01T02:11:00.000Z,6,-73.98605347,40.7462883,-73.98049927,40.7342186,0.883420877,400
id2022969,1,2016-01-01T02:05:00.000Z,2016-01-01T02:09:00.000Z,4,-73.98121643,40.77451324,-73.98268127,40.76333237,0.776536232,293
id1825069,2,2016-01-01T02:05:00.000Z,2016-01-01T02:19:00.000Z,1,-73.98638916,40.71811676,-74.00888062,40.71841812,1.178340664,846
id3001101,2,2016-01-01T02:06:00.000Z,2016-01-01T03:00:00.000Z,1,-73.95821381,40.72182083,-73.97460938,40.73278046,1.145048393,3217
id2760819,1,2016-01-01T02:06:00.000Z,2016-01-01T02:17:00.000Z,1,-73.9950943,40.73184967,-73.99095917,40.71935654,0.89018499,652
id1369231,1,2016-01-01T02:07:00.000Z,2016-01-01T02:35:00.000Z,2,-73.9532547,40.71084213,-73.9548645,40.77496338,4.432399899,1728
id2265283,1,2016-01-01T02:07:00.000Z,2016-01-01T02:20:00.000Z,2,-73.98123932,40.74160767,-74.0010376,40.72902679,1.35315035,759
id2923329,1,2016-01-01T02:07:00.000Z,2016-01-01T02:25:00.000Z,4,-73.98827362,40.73166656,-74.01065826,40.70204163,2.359461873,1077
id1919025,2,2016-01-01T02:07:00.000Z,2016-01-01T02:20:00.000Z,1,-73.96575928,40.68447495,-73.94332123,40.71465683,2.394462416,785
id0321844,2,2016-01-01T02:07:00.000Z,2016-01-01T02:16:00.000Z,1,-74.00321198,40.73300171,-73.98861694,40.7289505,0.814043415,588
id3844502,2,2016-01-01T02:07:00.000Z,2016-01-01T02:18:00.000Z,5,-73.99195862,40.74906921,-73.97942352,40.74385834,0.748653518,706
id1910704,1,2016-01-01T02:07:00.000Z,2016-01-01T02:14:00.000Z,3,-73.93593597,40.65153503,-73.95581818,40.64779282,1.074152225,406
id1961850,2,2016-01-01T02:08:00.000Z,2016-01-01T02:25:00.000Z,1,-73.95172119,40.71421051,-74.0236969,40.61701965,7.704361908,1033
id3524564,1,2016-01-01T02:08:00.000Z,2016-01-01T02:21:00.000Z,1,-73.95645905,40.78691864,-73.97981262,40.77609634,1.432865123,770
id0457623,2,2016-01-01T02:08:00.000Z,2016-01-01T02:16:00.000Z,1,-73.88059998,40.74797058,-73.86379242,40.74969101,0.888012439,453
id1448468,1,2016-01-01T02:08:00.000Z,2016-01-01T02:19:00.000Z,1,-73.95464325,40.78092957,-73.97350311,40.74773788,2.497387007,647
id0902643,2,2016-01-01T02:08:00.000Z,2016-01-01T02:19:00.000Z,1,-73.97303772,40.78527069,-73.94458008,40.77978897,1.536674295,707
id3776724,2,2016-01-01T02:08:00.000Z,2016-01-01T02:25:00.000Z,1,-73.98921967,40.72692108,-73.97792053,40.77635956,3.467664968,1055
id1257941,1,2016-01-01T02:08:00.000Z,2016-01-01T02:19:00.000Z,1,-73.8968811,40.85443115,-73.85547638,40.83571625,2.521724557,678
id2251895,1,2016-01-01T02:08:00.000Z,2016-01-01T02:18:00.000Z,1,-73.98722076,40.74955368,-74.00750732,40.74088669,1.21947956,578
id3957688,2,2016-01-01T02:08:00.000Z,2016-01-01T02:17:00.000Z,2,-73.95230865,40.7065773,-73.9508667,40.72395325,1.203273399,534
id2220584,2,2016-01-01T02:08:00.000Z,2016-01-01T02:13:00.000Z,1,-74.00514984,40.72555923,-73.99408722,40.72277069,0.61064555,318
id1546725,1,2016-01-01T02:09:00.000Z,2016-01-01T02:17:00.000Z,3,-73.98384094,40.7490921,-73.9806366,40.76046753,0.8038868,490
id3453144,2,2016-01-01T02:09:00.000Z,2016-01-01T02:24:00.000Z,1,-73.96224976,40.76629639,-73.9848175,40.7325325,2.615621613,926
id0383355,1,2016-01-01T02:09:00.000Z,2016-01-01T02:26:00.000Z,1,-73.96577454,40.71291733,-73.93183136,40.69503784,2.165568862,1008
id0542530,1,2016-01-01T02:09:00.000Z,2016-01-01T02:10:00.000Z,1,-73.9940033,40.72051239,-73.99430084,40.71992874,0.043243917,81
id1911100,1,2016-01-01T02:09:00.000Z,2016-01-01T02:35:00.000Z,1,-73.93688202,40.84922791,-73.95398712,40.72748947,8.46115807,1586
id1292788,1,2016-01-01T02:09:00.000Z,2016-01-01T02:11:00.000Z,1,-73.92777252,40.86054611,-73.92747498,40.86407852,0.244629567,121
id3789436,2,2016-01-01T02:09:00.000Z,2016-01-01T02:11:00.000Z,3,-73.96347809,40.79838181,-73.97297668,40.78530121,1.031649195,135
id1654128,1,2016-01-01T02:09:00.000Z,2016-01-01T02:23:00.000Z,1,-73.96670532,40.75715637,-73.97075653,40.76036072,0.306633761,820
id2033121,1,2016-01-01T02:09:00.000Z,2016-01-01T02:12:00.000Z,1,-73.95510101,40.777771,-73.94989777,40.78451157,0.539604504,166
id3474276,1,2016-01-01T02:10:00.000Z,2016-01-01T02:18:00.000Z,1,-73.9680481,40.75540161,-73.95191956,40.77353668,1.511194332,465
id1930942,1,2016-01-01T02:10:00.000Z,2016-01-01T02:44:00.000Z,3,-73.78215027,40.64472961,-73.96794891,40.67424774,9.952500004,2046
id3779559,1,2016-01-01T02:10:00.000Z,2016-01-01T02:25:00.000Z,1,-73.91779327,40.77127457,-73.92216492,40.7402153,2.158758902,887
id1838427,1,2016-01-01T02:10:00.000Z,2016-01-01T02:17:00.000Z,1,-73.93721771,40.79782104,-73.95635223,40.77146149,2.078826147,430
id0535487,1,2016-01-01T02:10:00.000Z,2016-01-01T02:21:00.000Z,2,-73.98547363,40.7274704,-73.96059418,40.7617836,2.705739657,670
id3036763,1,2016-01-01T02:11:00.000Z,2016-01-01T02:16:00.000Z,1,-73.95106506,40.78017426,-73.95309448,40.77759552,0.207470481,302
id3958468,2,2016-01-01T02:11:00.000Z,2016-01-01T02:20:00.000Z,1,-73.97039795,40.79669189,-73.97741699,40.77933121,1.254802959,537
id3144412,1,2016-01-01T02:11:00.000Z,2016-01-01T02:37:00.000Z,4,-73.97528076,40.68123245,-73.89030457,40.77203751,7.693779867,1559
id1025487,1,2016-01-01T02:11:00.000Z,2016-01-01T02:21:00.000Z,1,-74.00410461,40.73142242,-73.98025513,40.74676514,1.638340199,631
id2604260,2,2016-01-01T02:11:00.000Z,2016-01-01T02:21:00.000Z,3,-73.97299194,40.75250626,-73.95597076,40.78385544,2.342660865,596
id0551498,2,2016-01-01T02:11:00.000Z,2016-01-01T02:39:00.000Z,1,-73.92597961,40.70220947,-73.98416901,40.72549057,3.446897071,1633
id0723992,1,2016-01-01T02:11:00.000Z,2016-01-01T02:30:00.000Z,1,-73.97695923,40.74526596,-74.00913239,40.73056412,1.967489253,1123
id3346785,2,2016-01-01T02:11:00.000Z,2016-01-01T02:27:00.000Z,6,-73.94544983,40.82062149,-73.94116211,40.79759979,1.606825258,958
id0015322,2,2016-01-01T02:11:00.000Z,2016-01-01T02:20:00.000Z,1,-73.967659,40.75608444,-73.99027252,40.75100708,1.234832708,568
id0979017,1,2016-01-01T02:11:00.000Z,2016-01-01T02:25:00.000Z,1,-73.9703064,40.75237656,-73.9852829,40.7762413,1.826193516,849
id0655968,1,2016-01-01T02:11:00.000Z,2016-01-01T02:12:00.000Z,1,-73.95018005,40.77549362,-73.95194244,40.7702446,0.374318217,84
id3421731,2,2016-01-01T02:11:00.000Z,2016-01-01T02:29:00.000Z,1,-73.97790527,40.74206543,-73.98693085,40.76179886,1.443376153,1120
id3417308,2,2016-01-01T02:11:00.000Z,2016-01-01T02:19:00.000Z,1,-73.97762299,40.75278854,-73.98001862,40.73347855,1.340450283,519
id0090086,2,2016-01-01T02:11:00.000Z,2016-01-01T02:18:00.000Z,1,-73.98005676,40.76536942,-73.95953369,40.76295853,1.08715107,453
id0592955,1,2016-01-01T02:11:00.000Z,2016-01-01T02:29:00.000Z,1,-73.95285797,40.77634811,-73.99026489,40.75102615,2.626216133,1036
id0669421,2,2016-01-01T02:12:00.000Z,2016-01-01T02:32:00.000Z,1,-73.9500885,40.78001022,-73.99395752,40.76390076,2.55180652,1166
id1726835,2,2016-01-01T02:12:00.000Z,2016-01-01T02:33:00.000Z,1,-74.00217438,40.74015045,-73.96963501,40.79746628,4.311893966,1269
id2795506,1,2016-01-01T02:12:00.000Z,2016-01-01T02:32:00.000Z,1,-74.00382996,40.74324799,-73.96710968,40.75939941,2.223111142,1215
id2932842,2,2016-01-01T02:12:00.000Z,2016-01-01T02:34:00.000Z,1,-73.97693634,40.76523972,-74.00315857,40.73025894,2.780277206,1312
id3774821,1,2016-01-01T02:12:00.000Z,2016-01-01T02:40:00.000Z,3,-73.91352844,40.74612427,-74.01116943,40.71630478,5.513348647,1671
id1818890,1,2016-01-01T02:12:00.000Z,2016-01-01T02:26:00.000Z,1,-73.95925903,40.71689987,-73.93937683,40.69992447,1.568896425,816
id0406033,1,2016-01-01T02:12:00.000Z,2016-01-01T02:39:00.000Z,1,-73.98838806,40.75932312,-73.91125488,40.76183701,4.041588431,1612
id0873438,1,2016-01-01T02:13:00.000Z,2016-01-01T02:25:00.000Z,2,-73.93943024,40.8478775,-73.97676086,40.78813171,4.567567313,740
id3654093,1,2016-01-01T02:13:00.000Z,2016-01-01T02:19:00.000Z,1,-73.97470856,40.76077271,-73.98265076,40.76427078,0.480937531,398
id0244323,2,2016-01-01T02:13:00.000Z,2016-01-01T02:31:00.000Z,1,-73.94895172,40.7734108,-73.99742889,40.739151,3.470931854,1050
id1012847,1,2016-01-01T02:13:00.000Z,2016-01-01T02:22:00.000Z,2,-73.97932434,40.72002792,-74.01528168,40.70814133,2.055000334,508
id1202163,1,2016-01-01T02:13:00.000Z,2016-01-01T02:22:00.000Z,1,-73.95646667,40.7709198,-73.97245789,40.75248337,1.52457334,513
id3436762,2,2016-01-01T02:14:00.000Z,2016-01-01T02:21:00.000Z,1,-73.94802856,40.82542801,-73.93759918,40.82926178,0.606372955,413
id3201239,1,2016-01-01T02:14:00.000Z,2016-01-01T02:17:00.000Z,1,-73.99319458,40.75753784,-74.00314331,40.7441597,1.06122858,174
id2376061,1,2016-01-01T02:14:00.000Z,2016-01-01T02:31:00.000Z,2,-73.95162201,40.71349335,-73.91824341,40.7743721,4.556071259,1012
id1177019,2,2016-01-01T02:14:00.000Z,2016-01-01T02:21:00.000Z,1,-73.96803284,40.75561905,-73.97915649,40.76113129,0.695878302,392
id1405236,2,2016-01-01T02:14:00.000Z,2016-01-01T02:23:00.000Z,6,-73.97807312,40.7374115,-73.94779205,40.77880096,3.27042819,504
id1248020,2,2016-01-01T02:15:00.000Z,2016-01-01T02:20:00.000Z,1,-73.96892548,40.7986412,-73.9659729,40.78996277,0.619366759,289
id2172835,1,2016-01-01T02:15:00.000Z,2016-01-01T02:27:00.000Z,4,-74.00471497,40.74181747,-73.99941254,40.72824478,0.978284219,732
id1177659,1,2016-01-01T02:15:00.000Z,2016-01-01T02:27:00.000Z,3,-73.97268677,40.76154327,-73.97424316,40.7914238,2.066732236,739
id3320296,2,2016-01-01T02:15:00.000Z,2016-01-01T02:22:00.000Z,1,-73.98574829,40.7353096,-73.96829224,40.75471878,1.623222714,394
id3283119,1,2016-01-01T02:15:00.000Z,2016-01-01T02:21:00.000Z,1,-73.99893951,40.71740341,-74.00998688,40.71289063,0.657409147,318
id3377840,1,2016-01-01T02:16:00.000Z,2016-01-01T02:20:00.000Z,1,-73.95913696,40.77756119,-73.96869659,40.78761292,0.856086789,225
id0540310,2,2016-01-01T02:16:00.000Z,2016-01-01T02:22:00.000Z,1,-73.97966003,40.75625992,-73.97480774,40.74840927,0.599109285,372
id0422697,2,2016-01-01T02:16:00.000Z,2016-01-01T02:27:00.000Z,2,-73.94796753,40.77455139,-73.96742249,40.79956055,2.005981285,648
id0213064,1,2016-01-01T02:16:00.000Z,2016-01-01T02:17:00.000Z,1,-74.00647736,40.7332077,-74.00646973,40.73321152,4.787E-4,40
id0853599,1,2016-01-01T02:16:00.000Z,2016-01-01T02:28:00.000Z,2,-73.983284,40.78161621,-73.95379639,40.7794838,1.550207364,771
id3129812,2,2016-01-01T02:16:00.000Z,2016-01-01T02:32:00.000Z,1,-73.98990631,40.72339249,-73.99069977,40.75574112,2.236090356,982
id2279983,2,2016-01-01T02:16:00.000Z,2016-01-01T02:31:00.000Z,1,-73.95572662,40.8040123,-73.95095062,40.77076721,2.311212675,897
id2660349,2,2016-01-01T02:16:00.000Z,2016-01-01T02:30:00.000Z,1,-74.01172638,40.70743561,-73.96021271,40.76213837,4.644479954,824
id2307113,2,2016-01-01T02:16:00.000Z,2016-01-01T02:38:00.000Z,2,-73.98249817,40.67916107,-73.95583344,40.70941925,2.515071183,1309
id1411926,1,2016-01-01T02:17:00.000Z,2016-01-01T02:21:00.000Z,1,-73.96590424,40.75450134,-73.95801544,40.76783371,1.009746773,199
id1957427,1,2016-01-01T02:17:00.000Z,2016-01-01T02:22:00.000Z,1,-73.97853851,40.74603271,-73.98603058,40.75169373,0.554032955,285
id3660536,2,2016-01-01T02:17:00.000Z,2016-01-01T02:26:00.000Z,1,-73.96101379,40.76498795,-73.97890472,40.74059296,1.928728078,582
id3406618,1,2016-01-01T02:17:00.000Z,2016-01-01T02:31:00.000Z,2,-73.94226074,40.83743668,-73.94189453,40.79873657,2.674740761,832
id0372320,1,2016-01-01T02:17:00.000Z,2016-01-01T02:42:00.000Z,1,-73.97756195,40.6843338,-73.94468689,40.77952957,6.800793456,1486
id2079044,1,2016-01-01T02:17:00.000Z,2016-01-01T02:29:00.000Z,1,-73.92795563,40.69791794,-73.96071625,40.69650269,1.71940725,715
id0431812,2,2016-01-01T02:17:00.000Z,2016-01-01T02:45:00.000Z,2,-73.96743011,40.71315002,-73.97881317,40.72008133,0.764878367,1643
id3207806,2,2016-01-01T02:18:00.000Z,2016-01-01T02:25:00.000Z,1,-73.97315979,40.67359924,-73.99163055,40.66316986,1.207104152,435
id0551024,2,2016-01-01T02:18:00.000Z,2016-01-01T02:32:00.000Z,2,-74.00343323,40.70806885,-73.99465942,40.7478714,2.788982708,889
id1590512,1,2016-01-01T02:18:00.000Z,2016-01-01T02:30:00.000Z,2,-73.97598267,40.75044632,-73.97602844,40.72808838,1.545221537,714
id2194307,2,2016-01-01T02:18:00.000Z,2016-01-01T02:20:00.000Z,1,-73.9899826,40.77199173,-73.98662567,40.76847458,0.299934768,116
id1967545,1,2016-01-01T02:19:00.000Z,2016-01-01T02:52:00.000Z,3,-73.93449402,40.69856644,-73.99674988,40.71540833,3.463138204,1958
id0496976,2,2016-01-01T02:19:00.000Z,2016-01-01T02:31:00.000Z,1,-73.9553833,40.77293396,-73.96517944,40.80630112,2.362379882,689
